芦屋	アシヤ	アシヤ	アシヤ	名詞	固有名詞	地名	一般	*	*	2	-8	O
応じ	オージ	オウズル	応ずる	動詞	一般	*	*	サ行変格	連用形-一般	3	2	I-F
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	3	3	I-F
部屋	ヘヤ	ヘヤ	部屋	名詞	普通名詞	一般	*	*	*	3	4	O
数	スー	スウ	数	名詞	普通名詞	一般	*	*	*	3	5	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	6	O
仮設	カセツ	カセツ	仮設	名詞	普通名詞	サ変可能	*	*	*	3	7	O
住宅	ジュータク	ジュウタク	住宅	名詞	普通名詞	一般	*	*	*	3	8	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	9	O
提供	テーキョー	テイキョウ	提供	名詞	普通名詞	サ変可能	*	*	*	3	10	O
。	*	*	。	補助記号	句点	*	*	*	*	3	11	O

変わっ	カワッ	カワル	変わる	動詞	一般	*	*	五段-ラ行	連用形-促音便	3	-1	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	3	0	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-F
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	2	I-F
たら	タラ	タ	た	助動詞	*	*	*	助動詞-タ	仮定形-一般	3	3	I-F
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O
コレ	コレ	コレ	此れ	代名詞	*	*	*	*	*	3	5	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	3	6	O
なあ	ナー	ナ	な	助詞	終助詞	*	*	*	*	3	7	O
。	*	*	。	補助記号	句点	*	*	*	*	3	8	O

例えば	タトエバ	タトエバ	例えば	副詞	*	*	*	*	*	4	-5	O
壁	カベ	カベ	壁	名詞	普通名詞	一般	*	*	*	4	-4	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	-3	O
付い	ツイ	ツク	付く	動詞	非自立可能	*	*	五段-カ行	連用形-イ音便	4	-2	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	4	-1	O
染み	シミ	シミ	染み	名詞	普通名詞	一般	*	*	*	4	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	1	B-F
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	2	I-F
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-F
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	4	I-F
、	*	*	、	補助記号	読点	*	*	*	*	4	5	O
セット	セット	セット	セット-set	名詞	普通名詞	サ変可能	*	*	*	4	6	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	4	7	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	8	O
難しい	ムズカシー	ムズカシイ	難しい	形容詞	一般	*	*	形容詞	終止形-一般	4	9	O
。	*	*	。	補助記号	句点	*	*	*	*	4	10	O

例えば	タトエバ	タトエバ	例えば	副詞	*	*	*	*	*	3	-15	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-14	O
日本	ニッポン	ニッポン	日本	名詞	固有名詞	地名	国	*	*	3	-13	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	-12	O
国連	コクレン	コクレン	国連	名詞	固有名詞	一般	*	*	*	3	-11	O
安全	アンゼン	アンゼン	安全	名詞	普通名詞	形状詞可能	*	*	*	3	-10	O
保障	ホショー	ホショウ	保障	名詞	普通名詞	サ変可能	*	*	*	3	-9	O
理事	リジ	リジ	理事	名詞	普通名詞	一般	*	*	*	3	-8	O
会	カイ	カイ	会	名詞	普通名詞	一般	*	*	*	3	-7	O
常任	ジョーニン	ジョウニン	常任	名詞	普通名詞	サ変可能	*	*	*	3	-6	O
理事	リジ	リジ	理事	名詞	普通名詞	一般	*	*	*	3	-5	O
国	コク	コク	国	接尾辞	名詞的	一般	*	*	*	3	-4	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-3	O
席	セキ	セキ	席	名詞	普通名詞	一般	*	*	*	3	-2	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-1	O
得よう	エヨー	エル	得る	動詞	非自立可能	*	*	下一段-ア行	意志推量形	3	0	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-B
すれ	スレ	スル	為る	動詞	非自立可能	*	*	サ行変格	仮定形-一般	3	2	I-B
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	3	3	I-B
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O
必ず	カナラズ	カナラズ	必ず	副詞	*	*	*	*	*	3	5	O
アフリカ	アフリカ	アフリカ	アフリカ-Africa	名詞	固有名詞	地名	一般	*	*	3	6	O
諸国	ショコク	ショコク	諸国	名詞	普通名詞	一般	*	*	*	3	7	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	8	O
支援	シエン	シエン	支援	名詞	普通名詞	サ変可能	*	*	*	3	9	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	10	O
必要	ヒツヨー	ヒツヨウ	必要	名詞	普通名詞	形状詞可能	*	*	*	3	11	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	12	O
なる	ナル	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	3	13	O
。	*	*	。	補助記号	句点	*	*	*	*	3	14	O

パソコン	パソコン	パソコン	パソコン	名詞	普通名詞	一般	*	*	*	3	-1	O
ネット	ネット	ネット	ネット-net	名詞	普通名詞	一般	*	*	*	3	0	O
上	ジョー	ジョウ	上	接尾辞	名詞的	副詞可能	*	*	*	3	1	B-Y
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	2	I-Y
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	3	I-Y
金銭	キンセン	キンセン	金銭	名詞	普通名詞	一般	*	*	*	3	4	O
決済	ケッサイ	ケッサイ	決済	名詞	普通名詞	サ変可能	*	*	*	3	5	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	6	O
めぐる	メグル	メグル	巡る	動詞	一般	*	*	五段-ラ行	連体形-一般	3	7	O
“	*	*	“	補助記号	括弧開	*	*	*	*	3	8	O
事件	ジケン	ジケン	事件	名詞	普通名詞	一般	*	*	*	3	9	O
”	*	*	”	補助記号	括弧閉	*	*	*	*	3	10	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	11	O
発覚	ハッカク	ハッカク	発覚	名詞	普通名詞	サ変可能	*	*	*	3	12	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	13	O
日本	ニッポン	ニッポン	日本	名詞	固有名詞	地名	国	*	*	3	14	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	15	O
初めて	ハジメテ	ハジメテ	初めて	副詞	*	*	*	*	*	3	16	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	17	O
いう	イウ	イウ	言う	動詞	一般	*	*	五段-ワア行	終止形-一般	3	18	O
。	*	*	。	補助記号	句点	*	*	*	*	3	19	O

今	イマ	イマ	今	名詞	普通名詞	副詞可能	*	*	*	2	-10	O
まで	マデ	マデ	まで	助詞	副助詞	*	*	*	*	2	-9	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-8	O
私	ワタクシ	ワタクシ	私-代名詞	代名詞	*	*	*	*	*	2	-7	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-6	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-5	O
いつ	イツ	イツ	何時	代名詞	*	*	*	*	*	2	-4	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	-3	O
自分	ジブン	ジブン	自分	名詞	普通名詞	一般	*	*	*	2	-2	O
勝手	カッテ	カッテ	勝手	名詞	普通名詞	形状詞可能	*	*	*	2	-1	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	0	O
くせ	クセ	クセ	癖	名詞	普通名詞	一般	*	*	*	2	1	B-F
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	2	I-F
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O
すぐ	スグ	スグ	直ぐ	副詞	*	*	*	*	*	2	4	O
他人	タニン	タニン	他人	名詞	普通名詞	一般	*	*	*	2	5	O
まかせ	マカセ	マカセ	任せ	名詞	普通名詞	一般	*	*	*	2	6	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	7	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	8	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	9	O
しまう	シマウ	シマウ	仕舞う	動詞	非自立可能	*	*	五段-ワア行	連体形-一般	2	10	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	11	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	12	O
とても	トテモ	トテモ	迚も	副詞	*	*	*	*	*	2	13	O
多かっ	オーカッ	オオイ	多い	形容詞	一般	*	*	形容詞	連用形-促音便	2	14	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	15	O
から	カラ	カラ	から	助詞	接続助詞	*	*	*	*	2	16	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	2	17	O
。	*	*	。	補助記号	句点	*	*	*	*	2	18	O

医師	イシ	イシ	医師	名詞	普通名詞	一般	*	*	*	4	-3	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	-2	O
育つ	ソダツ	ソダツ	育つ	動詞	一般	*	*	五段-タ行	連体形-一般	4	-1	O
場所	バショ	バショ	場所	名詞	普通名詞	一般	*	*	*	4	0	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	1	B-M
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	2	I-M
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-M
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	4	I-M
機能	キノー	キノウ	機能	名詞	普通名詞	サ変可能	*	*	*	4	5	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	6	O
果たせる	ハタセル	ハタス	果たす	動詞	非自立可能	*	*	下一段-サ行	連体形-一般	4	7	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	4	8	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	4	9	O
なっ	ナッ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	4	10	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	4	11	O
。	*	*	。	補助記号	句点	*	*	*	*	4	12	O

これ	コレ	コレ	此れ	代名詞	*	*	*	*	*	2	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-F
先立つ	サキダツ	サキダツ	先立つ	動詞	一般	*	*	五段-タ行	連体形-一般	2	2	I-F
応援	オーエン	オウエン	応援	名詞	普通名詞	サ変可能	*	*	*	2	3	O
演説	エンゼツ	エンゼツ	演説	名詞	普通名詞	サ変可能	*	*	*	2	4	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	5	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	6	O
、	*	*	、	補助記号	読点	*	*	*	*	2	7	O
小泉	コイズミ	コイズミ	コイズミ	名詞	固有名詞	人名	姓	*	*	2	8	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	2	9	O
支持	シジ	シジ	支持	名詞	普通名詞	サ変可能	*	*	*	2	10	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	11	O
安倍	アベ	アベ	アベ	名詞	固有名詞	人名	姓	*	*	2	12	O
晋三	シンゾー	シンゾウ	シンゾウ	名詞	固有名詞	人名	名	*	*	2	13	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	2	14	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	15	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	16	O
小泉	コイズミ	コイズミ	コイズミ	名詞	固有名詞	人名	姓	*	*	2	17	O
さん	サン	サン	さん	接尾辞	名詞的	一般	*	*	*	2	18	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	19	O
主張	シュチョー	シュチョウ	主張	名詞	普通名詞	サ変可能	*	*	*	2	20	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	21	O
党	トー	トウ	党	名詞	普通名詞	一般	*	*	*	2	22	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	23	O
将来	ショーライ	ショウライ	将来	名詞	普通名詞	副詞可能	*	*	*	2	24	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	25	O
憂う	ウレウ	ウレエル	憂える	動詞	一般	*	*	五段-ワア行	連体形-一般	2	26	O
多く	オーク	オオク	多く	名詞	普通名詞	副詞可能	*	*	*	2	27	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	28	O
国民	コクミン	コクミン	国民	名詞	普通名詞	一般	*	*	*	2	29	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	30	O
共感	キョーカン	キョウカン	共感	名詞	普通名詞	サ変可能	*	*	*	2	31	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	32	O
得る	ウル	エル	得る	動詞	非自立可能	*	*	下一段-ア行	終止形-一般	2	33	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	34	O
違い	チガイ	チガイ	違い	名詞	普通名詞	一般	*	*	*	2	35	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	終止形-一般	2	36	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	37	O
、	*	*	、	補助記号	読点	*	*	*	*	2	38	O
橋本	ハシモト	ハシモト	ハシモト	名詞	固有名詞	人名	姓	*	*	2	39	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	2	40	O
支持	シジ	シジ	支持	名詞	普通名詞	サ変可能	*	*	*	2	41	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	42	O
谷垣	タニガキ	タニガキ	タニガキ	名詞	固有名詞	人名	姓	*	*	2	43	O
禎一	テーイチ	テイイチ	テイイチ	名詞	固有名詞	人名	名	*	*	2	44	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	2	45	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	46	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	47	O
錬磨	レンマ	レンマ	練磨	名詞	普通名詞	サ変可能	*	*	*	2	48	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	2	49	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	50	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	51	O
政策	セーサク	セイサク	政策	名詞	普通名詞	一般	*	*	*	2	52	O
論	ロン	ロン	論	名詞	普通名詞	一般	*	*	*	2	53	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	54	O
裏打ち	ウラウチ	ウラウチ	裏打ち	名詞	普通名詞	サ変可能	*	*	*	2	55	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	2	56	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	57	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	58	O
リーダーシップ	リーダーシップ	リーダーシップ	リーダーシップ-leadership	名詞	普通名詞	一般	*	*	*	2	59	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	60	O
持つ	モツ	モツ	持つ	動詞	一般	*	*	五段-タ行	連体形-一般	2	61	O
橋本	ハシモト	ハシモト	ハシモト	名詞	固有名詞	人名	姓	*	*	2	62	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	2	63	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	64	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	65	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	66	O
訴え	ウッタエ	ウッタエル	訴える	動詞	一般	*	*	下一段-ア行	連用形-一般	2	67	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	68	O
。	*	*	。	補助記号	句点	*	*	*	*	2	69	O

対象	タイショー	タイショウ	対象	名詞	普通名詞	一般	*	*	*	2	-9	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-8	O
フロッピー	フロッピー	フロッピー	フロッピー-floppy	名詞	普通名詞	一般	*	*	*	2	-7	O
だけ	ダケ	ダケ	だけ	助詞	副助詞	*	*	*	*	2	-6	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	-5	O
なく	ナク	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連用形-一般	2	-4	O
コンピューター	コンピューター	コンピューター	コンピューター-computer	名詞	普通名詞	一般	*	*	*	2	-3	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-2	O
使っ	ツカッ	ツカウ	使う	動詞	一般	*	*	五段-ワア行	連用形-促音便	2	-1	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	0	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	2	1	B-M
なら	ナラ	ダ	だ	助動詞	*	*	*	助動詞-ダ	仮定形-一般	2	2	I-M
何	ナン	ナニ	何	代名詞	*	*	*	*	*	2	3	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	4	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	5	O
。	*	*	。	補助記号	句点	*	*	*	*	2	6	O

（	*	*	（	補助記号	括弧開	*	*	*	*	2	-5	O
１	イチ	イチ	一	名詞	数詞	*	*	*	*	2	-4	O
月	ガツ	ガツ	月	名詞	普通名詞	助数詞可能	*	*	*	2	-3	O
９	ココノ	ココノ	九	名詞	数詞	*	*	*	*	2	-2	O
日	カ	カ	日	接尾辞	名詞的	助数詞	*	*	*	2	-1	O
朝刊	チョーカン	チョウカン	朝刊	名詞	普通名詞	一般	*	*	*	2	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-C
従い	シタガイ	シタガウ	従う	動詞	一般	*	*	五段-ワア行	連用形-一般	2	2	I-C
本文	ホンブン	ホンブン	本文	名詞	普通名詞	一般	*	*	*	2	3	O
訂正	テーセー	テイセイ	訂正	名詞	普通名詞	サ変可能	*	*	*	2	4	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	5	O

理屈	リクツ	リクツ	理屈	名詞	普通名詞	一般	*	*	*	4	-31	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	4	-30	O
いえ	イエ	イウ	言う	動詞	一般	*	*	五段-ワア行	仮定形-一般	4	-29	O
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	4	-28	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-27	O
頭巾	ズキン	ズキン	頭巾	名詞	普通名詞	一般	*	*	*	4	-26	O
なる	ナル	ナリ	なり-断定	助動詞	*	*	*	文語助動詞-ナリ-断定	連体形-一般	4	-25	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	4	-24	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-23	O
冬	フユ	フユ	冬	名詞	普通名詞	副詞可能	*	*	*	4	-22	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-21	O
間	アイダ	アイダ	間	名詞	普通名詞	副詞可能	*	*	*	4	-20	O
だけ	ダケ	ダケ	だけ	助詞	副助詞	*	*	*	*	4	-19	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-18	O
外出	ガイシュツ	ガイシュツ	外出	名詞	普通名詞	サ変可能	*	*	*	4	-17	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-16	O
とき	トキ	トキ	時	名詞	普通名詞	副詞可能	*	*	*	4	-15	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	-14	O
つける	ツケル	ツケル	付ける	動詞	非自立可能	*	*	下一段-カ行	連体形-一般	4	-13	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	4	-12	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	4	-11	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-10	O
ほか	ホカ	ホカ	他	名詞	普通名詞	副詞可能	*	*	*	4	-9	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-8	O
季節	キセツ	キセツ	季節	名詞	普通名詞	一般	*	*	*	4	-7	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	-6	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-5	O
かぶる	カブル	カブル	被る	動詞	一般	*	*	五段-ラ行	連体形-一般	4	-4	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	4	-3	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	4	-2	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-1	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	終止形-一般	4	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	1	B-F
きまっ	キマッ	キマル	決まる	動詞	一般	*	*	五段-ラ行	連用形-促音便	4	2	I-F
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-F
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	4	4	I-F
。	*	*	。	補助記号	句点	*	*	*	*	4	5	O

また	マタ	マタ	又	接続詞	*	*	*	*	*	3	-16	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-15	O
高橋	タカハシ	タカハシ	タカハシ	名詞	固有名詞	人名	姓	*	*	3	-14	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-13	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-12	O
毎月	マイツキ	マイツキ	毎月	名詞	普通名詞	副詞可能	*	*	*	3	-11	O
おおむね	オームネ	オオムネ	概ね	名詞	普通名詞	副詞可能	*	*	*	3	-10	O
数	スー	スウ	数	名詞	数詞	*	*	*	*	3	-9	O
億	オク	オク	億	名詞	数詞	*	*	*	*	3	-8	O
円	エン	エン	円-助数詞	名詞	普通名詞	助数詞可能	*	*	*	3	-7	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-6	O
資金	シキン	シキン	資金	名詞	普通名詞	一般	*	*	*	3	-5	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-4	O
個人	コジン	コジン	個人	名詞	普通名詞	一般	*	*	*	3	-3	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	3	-2	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	3	-1	O
必要	ヒツヨー	ヒツヨウ	必要	名詞	普通名詞	形状詞可能	*	*	*	3	0	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-C
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	2	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-C
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	3	4	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	3	5	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	6	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	3	7	O
、	*	*	、	補助記号	読点	*	*	*	*	3	8	O
その	ソノ	ソノ	其の	連体詞	*	*	*	*	*	3	9	O
調達	チョータツ	チョウタツ	調達	名詞	普通名詞	サ変可能	*	*	*	3	10	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	11	O
迫ら	セマラ	セマル	迫る	動詞	一般	*	*	五段-ラ行	未然形-一般	3	12	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	3	13	O
、	*	*	、	補助記号	読点	*	*	*	*	3	14	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	3	15	O
六	ロク	ロク	六	名詞	数詞	*	*	*	*	3	16	O
億	オク	オク	億	名詞	数詞	*	*	*	*	3	17	O
円	エン	エン	円-助数詞	名詞	普通名詞	助数詞可能	*	*	*	3	18	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	19	O
立川	タチカワ	タチカワ	タチカワ	名詞	固有名詞	地名	一般	*	*	3	20	O
商事	ショージ	ショウジ	商事	名詞	普通名詞	一般	*	*	*	3	21	O
へ	エ	ヘ	へ	助詞	格助詞	*	*	*	*	3	22	O
貸し付ける	カシツケル	カシツケル	貸し付ける	動詞	一般	*	*	下一段-カ行	連体形-一般	3	23	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	24	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	25	O
決意	ケツイ	ケツイ	決意	名詞	普通名詞	サ変可能	*	*	*	3	26	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	27	O
、	*	*	、	補助記号	読点	*	*	*	*	3	28	O
十分	ジューブン	ジュウブン	十分	形状詞	一般	*	*	*	*	3	29	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	3	30	O
担保	タンポ	タンポ	担保	名詞	普通名詞	サ変可能	*	*	*	3	31	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	32	O
徴せ	チョーセ	チョウスル	徴する	動詞	一般	*	*	サ行変格	未然形-セ	3	33	O
ず	ズ	ズ	ず	助動詞	*	*	*	助動詞-ヌ	連用形-一般	3	34	O
、	*	*	、	補助記号	読点	*	*	*	*	3	35	O
貸付	カシツケ	カシツケ	貸し付け	名詞	普通名詞	サ変可能	*	*	*	3	36	O
金	キン	キン	金	接尾辞	名詞的	一般	*	*	*	3	37	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	38	O
回収	カイシュー	カイシュウ	回収	名詞	普通名詞	サ変可能	*	*	*	3	39	O
