芦屋	アシヤ	アシヤ	アシヤ	名詞	固有名詞	地名	一般	*	*	2	-8	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	25	O	O
打ち切ら	ウチキラ	ウチキル	打ち切る	動詞	一般	*	*	五段-ラ行	未然形-一般	3	26	O	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	連体形-一般	3	27	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	28	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	29	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	30	O	O
毎日	マイニチ	マイニチ	毎日	名詞	普通名詞	副詞可能	*	*	*	3	31	O	O
新聞	シンブン	シンブン	新聞	名詞	普通名詞	一般	*	*	*	3	32	O	O
社	シャ	シャ	社	名詞	普通名詞	助数詞可能	*	*	*	3	33	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	34	O	O
調査	チョーサ	チョウサ	調査	名詞	普通名詞	サ変可能	*	*	*	3	35	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	36	O	O
十	ジュー	ジュウ	十	名詞	数詞	*	*	*	*	3	37	O	O
六	ロク	ロク	六	名詞	数詞	*	*	*	*	3	38	O	O
日	ニチ	ニチ	日	名詞	普通名詞	助数詞可能	*	*	*	3	39	O	O
わかっ	ワカッ	ワカル	分かる	動詞	一般	*	*	五段-ラ行	連用形-促音便	3	40	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	3	41	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	42	O	O

満員	マンイン	マンイン	満員	名詞	普通名詞	一般	*	*	*	3	-13	O	O
電車	デンシャ	デンシャ	電車	名詞	普通名詞	一般	*	*	*	3	-12	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	-11	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-10	O	O
時々	トキドキ	トキドキ	時々	名詞	普通名詞	副詞可能	*	*	*	3	-9	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-8	O	O
自分	ジブン	ジブン	自分	名詞	普通名詞	一般	*	*	*	3	-7	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-6	O	O
足	アシ	アシ	足	名詞	普通名詞	一般	*	*	*	3	-5	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	-4	O	O
立っ	タッ	タツ	立つ	動詞	一般	*	*	五段-タ行	連用形-促音便	3	-3	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-2	O	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	未然形-一般	3	-1	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連体形-一般	3	0	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	1	B-M	B-M
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	2	I-M	I-M
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	3	3	I-M	I-M
。	*	*	。	補助記号	句点	*	*	*	*	3	4	O	O

代わり	カワリ	カワリ	代わり	名詞	普通名詞	一般	*	*	*	2	1	B-A	B-A
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
モラエス	モラエス	モラエス	モラエス-Moraes	名詞	固有名詞	人名	一般	*	*	2	4	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	5	O	O
美点	ビテン	ビテン	美点	名詞	普通名詞	一般	*	*	*	2	6	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	7	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	8	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	9	O	O
あげる	アゲル	アゲル	上げる	動詞	非自立可能	*	*	下一段-ガ行	終止形-一般	2	10	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	11	O	O
日本	ニッポン	ニッポン	日本	名詞	固有名詞	地名	国	*	*	2	12	O	O
人	ニン	ニン	人	接尾辞	名詞的	一般	*	*	*	2	13	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	14	O	O
没	ボツ	ボツ	没	接頭辞	*	*	*	*	*	2	15	O	O
個人	コジン	コジン	個人	名詞	普通名詞	一般	*	*	*	2	16	O	O
性	セー	セイ	性	接尾辞	名詞的	一般	*	*	*	2	17	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	18	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	19	O	O
取り上げ	トリアゲ	トリアゲル	取り上げる	動詞	一般	*	*	下一段-ガ行	未然形-一般	2	20	O	O
られ	ラレ	ラレル	られる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	21	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	22	O	O
やや	ヤヤ	ヤヤ	やや	副詞	*	*	*	*	*	2	23	O	O
皮肉	ヒニク	ヒニク	皮肉	名詞	普通名詞	形状詞可能	*	*	*	2	24	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	25	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	26	O	O
諦観	テーカン	テイカン	諦観	名詞	普通名詞	サ変可能	*	*	*	2	27	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	2	28	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	29	O	O
いか	イカ	イク	行く	動詞	非自立可能	*	*	五段-カ行	未然形-一般	2	30	O	O
ん	ン	ズ	ず	助動詞	*	*	*	助動詞-ヌ	終止形-撥音便	2	31	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	32	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	33	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	34	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	35	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	36	O	O
論じ	ロンジ	ロンズル	論ずる	動詞	一般	*	*	サ行変格	未然形-一般	2	37	O	O
られる	ラレル	ラレル	られる	助動詞	*	*	*	助動詞-レル	終止形-一般	2	38	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	39	O	O

その	ソノ	ソノ	其の	連体詞	*	*	*	*	*	2	-10	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-9	O	O
ゲージュツ	ゲージュツ	ゲイジュツ	芸術	名詞	普通名詞	一般	*	*	*	2	-8	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	-7	O	O
性	セー	セイ	性	接尾辞	名詞的	一般	*	*	*	2	-6	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-5	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-4	O	O
まず	マズ	マズ	先ず	副詞	*	*	*	*	*	2	-3	O	O
彫刻	チョーコク	チョウコク	彫刻	名詞	普通名詞	サ変可能	*	*	*	2	-2	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-1	O	O
オートバイ	オートバイ	オートバイ	オートバイ	名詞	普通名詞	一般	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-F	B-F
しろ	シロ	スル	為る	動詞	非自立可能	*	*	サ行変格	命令形	2	2	I-F	I-F
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
描か	エガカ	エガク	描く	動詞	一般	*	*	五段-カ行	未然形-一般	2	4	O	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	5	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	6	O	O
ニューヨーク	ニューヨーク	ニューヨーク	ニューヨーク	名詞	固有名詞	地名	一般	*	*	2	7	O	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	2	8	O	O
バミューダ	バミューダ	バミューダ	バミューダ	名詞	固有名詞	地名	一般	*	*	2	9	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	10	O	O
しろ	シロ	スル	為る	動詞	非自立可能	*	*	サ行変格	命令形	2	11	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	12	O	O
徹底	テッテー	テッテイ	徹底	名詞	普通名詞	サ変可能	*	*	*	2	13	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	14	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	15	O	O
日常	ニチジョー	ニチジョウ	日常	名詞	普通名詞	副詞可能	*	*	*	2	16	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	17	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	18	O	O
世俗	セゾク	セゾク	世俗	名詞	普通名詞	一般	*	*	*	2	19	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	20	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	21	O	O
モチーフ	モチーフ	モチーフ	モチーフ-motif	名詞	普通名詞	一般	*	*	*	2	22	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	23	O	O
こだわっ	コダワッ	コダワル	こだわる	動詞	一般	*	*	五段-ラ行	連用形-促音便	2	24	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	25	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	26	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	27	O	O
うかがえよう	ウカガエヨー	ウカガウ	窺う	動詞	一般	*	*	下一段-ア行	意志推量形	2	28	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	29	O	O

一方	イッポー	イッポウ	一方	接続詞	*	*	*	*	*	2	-11	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-10	O	O
ペルー	ペルー	ペルー	ペルー-Peru	名詞	固有名詞	地名	国	*	*	2	-9	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-8	O	O
地元	ジモト	ジモト	地元	名詞	普通名詞	一般	*	*	*	2	-7	O	O
テレビ	テレビ	テレビ	テレビ-television	名詞	普通名詞	一般	*	*	*	2	-6	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-5	O	O
六	ムイ	ム	六	名詞	数詞	*	*	*	*	2	-4	O	O
日	カ	カ	日	接尾辞	名詞的	助数詞	*	*	*	2	-3	O	O
深夜	シンヤ	シンヤ	深夜	名詞	普通名詞	副詞可能	*	*	*	2	-2	O	O
伝え	ツタエ	ツタエル	伝える	動詞	一般	*	*	下一段-ア行	連用形-一般	2	-1	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	0	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-M	B-M
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	2	I-M	I-M
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	3	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	4	O	O
ペルー	ペルー	ペルー	ペルー-Peru	名詞	固有名詞	地名	国	*	*	2	5	O	O
軍	グン	グン	軍	名詞	普通名詞	一般	*	*	*	2	6	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	7	O	O
同日	ドージツ	ドウジツ	同日	名詞	普通名詞	副詞可能	*	*	*	2	8	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	9	O	O
国境	コッキョー	コッキョウ	国境	名詞	普通名詞	一般	*	*	*	2	10	O	O
地帯	チタイ	チタイ	地帯	名詞	普通名詞	一般	*	*	*	2	11	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	12	O	O
武力	ブリョク	ブリョク	武力	名詞	普通名詞	一般	*	*	*	2	13	O	O
衝突	ショートツ	ショウトツ	衝突	名詞	普通名詞	サ変可能	*	*	*	2	14	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	15	O	O
続い	ツズイ	ツヅク	続く	動詞	非自立可能	*	*	五段-カ行	連用形-イ音便	2	16	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	17	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	2	18	O	O
三	サン	サン	三	名詞	数詞	*	*	*	*	2	19	O	O
カ所	カショ	カショ	箇所	名詞	普通名詞	助数詞可能	*	*	*	2	20	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	21	O	O
うち	ウチ	ウチ	内	名詞	普通名詞	副詞可能	*	*	*	2	22	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	23	O	O
エクアドル	エクアドル	エクアドル	エクアドル-Ecuador	名詞	固有名詞	地名	国	*	*	2	24	O	O
軍	グン	グン	軍	名詞	普通名詞	一般	*	*	*	2	25	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	26	O	O
掃討	ソートー	ソウトウ	掃討	名詞	普通名詞	サ変可能	*	*	*	2	27	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	28	O	O
最後	サイゴ	サイゴ	最後	名詞	普通名詞	一般	*	*	*	2	29	O	O
まで	マデ	マデ	まで	助詞	副助詞	*	*	*	*	2	30	O	O
難航	ナンコー	ナンコウ	難航	名詞	普通名詞	サ変可能	*	*	*	2	31	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	32	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	33	O	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	2	34	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	35	O	O
ティンウィンサ	ティンウィンサ	ティンウィンサ	ティンウィンサ	名詞	普通名詞	一般	*	*	*	2	36	O	O
地区	チク	チク	地区	名詞	普通名詞	一般	*	*	*	2	37	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	38	O	O
大	ダイ	ダイ	大	接頭辞	*	*	*	*	*	2	39	O	O
規模	キボ	キボ	規模	名詞	普通名詞	一般	*	*	*	2	40	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	41	O	O
攻撃	コーゲキ	コウゲキ	攻撃	名詞	普通名詞	サ変可能	*	*	*	2	42	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	43	O	O
加え	クワエ	クワエル	加える	動詞	一般	*	*	下一段-ア行	連用形-一般	2	44	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	45	O	O
ほぼ	ホボ	ホボ	略	副詞	*	*	*	*	*	2	46	O	O
紛争	フンソー	フンソウ	紛争	名詞	普通名詞	サ変可能	*	*	*	2	47	O	O
前	マエ	マエ	前	名詞	普通名詞	副詞可能	*	*	*	2	48	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	49	O	O
ペルー	ペルー	ペルー	ペルー-Peru	名詞	固有名詞	地名	国	*	*	2	50	O	O
領土	リョード	リョウド	領土	名詞	普通名詞	一般	*	*	*	2	51	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	52	O	O
回復	カイフク	カイフク	回復	名詞	普通名詞	サ変可能	*	*	*	2	53	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	54	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	55	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	56	O	O

お前	オマエ	オマエ	御前	代名詞	*	*	*	*	*	3	-9	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-8	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	3	-7	O	O
ガキ	ガキ	ガキ	餓鬼	名詞	普通名詞	一般	*	*	*	3	-6	O	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	3	-5	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	3	-4	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	-3	O	O
言わ	イワ	イウ	言う	動詞	一般	*	*	五段-ワア行	未然形-一般	3	-2	O	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	3	-1	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	3	0	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	1	B-F	B-F
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	2	I-F	I-F
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	3	3	I-F	I-F
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	3	4	O	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	3	5	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	6	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	3	7	O	O
ガキ	ガキ	ガキ	餓鬼	名詞	普通名詞	一般	*	*	*	3	8	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	9	O	O
何	ナン	ナニ	何	代名詞	*	*	*	*	*	3	10	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	11	O	O
悪い	ワルイ	ワルイ	悪い	形容詞	一般	*	*	形容詞	終止形-一般	3	12	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	13	O	O

自分	ジブン	ジブン	自分	名詞	普通名詞	一般	*	*	*	3	-19	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	-18	O	O
健康	ケンコー	ケンコウ	健康	名詞	普通名詞	形状詞可能	*	*	*	3	-17	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	3	-16	O	O
時	トキ	トキ	時	名詞	普通名詞	副詞可能	*	*	*	3	-15	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-14	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-13	O	O
気づか	キズカ	キヅク	気付く	動詞	一般	*	*	五段-カ行	未然形-一般	3	-12	O	O
なかっ	ナカッ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	3	-11	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	3	-10	O	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	3	-9	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-8	O	O
不	フ	フ	不	接頭辞	*	*	*	*	*	3	-7	O	O
自由	ジユー	ジユウ	自由	名詞	普通名詞	形状詞可能	*	*	*	3	-6	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	3	-5	O	O
なっ	ナッ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	3	-4	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-3	O	O
初めて	ハジメテ	ハジメテ	初めて	副詞	*	*	*	*	*	3	-2	O	O
分かっ	ワカッ	ワカル	分かる	動詞	一般	*	*	五段-ラ行	連用形-促音便	3	-1	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	3	0	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	1	B-C	B-F
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	2	I-C	I-F
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	3	3	I-C	I-F
。	*	*	。	補助記号	句点	*	*	*	*	3	4	O	O

◎	*	*	◎	補助記号	一般	*	*	*	*	2	-9	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-8	O	O
朝	アサ	アサ	朝	名詞	普通名詞	副詞可能	*	*	*	2	-7	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-6	O	O
こ	コ	クル	来る	動詞	非自立可能	*	*	カ行変格	未然形-一般	2	-5	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連体形-一般	2	-4	O	O
夜	ヨル	ヨル	夜	名詞	普通名詞	副詞可能	*	*	*	2	-3	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-2	O	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	終止形-一般	2	-1	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	1	B-M	B-M
いい	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	2	2	I-M	I-M
ます	マス	マス	ます	助動詞	*	*	*	助動詞-マス	終止形-一般	2	3	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	4	O	O

この	コノ	コノ	此の	連体詞	*	*	*	*	*	2	-24	O	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	2	-23	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	-22	O	O
被災	ヒサイ	ヒサイ	被災	名詞	普通名詞	サ変可能	*	*	*	2	-21	O	O
地	チ	チ	地	名詞	普通名詞	一般	*	*	*	2	-20	O	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	2	-19	O	O
そこ	ソコ	ソコ	其処	代名詞	*	*	*	*	*	2	-18	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-17	O	O
近い	チカイ	チカイ	近い	形容詞	一般	*	*	形容詞	連体形-一般	2	-16	O	O
人	ヒト	ヒト	人	名詞	普通名詞	一般	*	*	*	2	-15	O	O
たち	タチ	タチ	達	接尾辞	名詞的	一般	*	*	*	2	-14	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-13	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-12	O	O
大	ダイ	ダイ	大	接頭辞	*	*	*	*	*	2	-11	O	O
震災	シンサイ	シンサイ	震災	名詞	普通名詞	一般	*	*	*	2	-10	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-9	O	O
恐怖	キョーフ	キョウフ	恐怖	名詞	普通名詞	サ変可能	*	*	*	2	-8	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-7	O	O
直接	チョクセツ	チョクセツ	直接	名詞	普通名詞	サ変形状詞可能	*	*	*	2	-6	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	-5	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	-4	O	O
表現	ヒョーゲン	ヒョウゲン	表現	名詞	普通名詞	サ変可能	*	*	*	2	-3	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	-2	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	-1	O	O
作品	サクヒン	サクヒン	作品	名詞	普通名詞	一般	*	*	*	2	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	1	B-M	B-M
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	2	I-M	I-M
別	ベツ	ベツ	別	名詞	普通名詞	形状詞可能	*	*	*	2	3	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	4	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	5	O	O
他	タ	タ	他	名詞	普通名詞	副詞可能	*	*	*	2	6	O	O
都市	トシ	トシ	都市	名詞	普通名詞	一般	*	*	*	2	7	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	8	O	O
住む	スム	スム	住む	動詞	一般	*	*	五段-マ行	連体形-一般	2	9	O	O
人	ヒト	ヒト	人	名詞	普通名詞	一般	*	*	*	2	10	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	11	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	12	O	O
いわば	イワバ	イワバ	言わば	副詞	*	*	*	*	*	2	13	O	O
苦しみ	クルシミ	クルシミ	苦しみ	名詞	普通名詞	一般	*	*	*	2	14	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	15	O	O
共	トモ	トモ	共	名詞	普通名詞	一般	*	*	*	2	16	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	17	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	18	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	19	O	O
共	キョー	キョウ	共	接頭辞	*	*	*	*	*	2	20	O	O
苦	ク	ク	苦	名詞	普通名詞	一般	*	*	*	2	21	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	22	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	23	O	O
気持ち	キモチ	キモチ	気持ち	名詞	普通名詞	一般	*	*	*	2	24	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	25	O	O
表現	ヒョーゲン	ヒョウゲン	表現	名詞	普通名詞	サ変可能	*	*	*	2	26	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	27	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	28	O	O
投稿	トーコー	トウコウ	投稿	名詞	普通名詞	サ変可能	*	*	*	2	29	O	O
作品	サクヒン	サクヒン	作品	名詞	普通名詞	一般	*	*	*	2	30	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	31	O	O
目立つ	メダツ	メダツ	目立つ	動詞	一般	*	*	五段-タ行	終止形-一般	2	32	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	33	O	O

ファッション	ファッション	ファッション	ファッション-fashion	名詞	普通名詞	一般	*	*	*	3	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-F	B-F
言え	イエ	イウ	言う	動詞	一般	*	*	五段-ワア行	仮定形-一般	3	2	I-F	I-F
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	3	3	I-F	I-F
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O	O
目	メ	メ	目	名詞	普通名詞	一般	*	*	*	3	5	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	6	O	O
とかく	トカク	トカク	兎角	副詞	*	*	*	*	*	3	7	O	O
欧米	オーベー	オウベイ	欧米	名詞	普通名詞	一般	*	*	*	3	8	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	9	O	O
向き	ムキ	ムク	向く	動詞	一般	*	*	五段-カ行	連用形-一般	3	10	O	O
がち	ガチ	ガチ	勝ち	接尾辞	形状詞的	*	*	*	*	3	11	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	12	O	O

高橋	タカハシ	タカハシ	タカハシ	名詞	固有名詞	人名	姓	*	*	3	-28	O	O
さん	サン	サン	さん	接尾辞	名詞的	一般	*	*	*	3	-27	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-26	O	O
伝統	デントー	デントウ	伝統	名詞	普通名詞	一般	*	*	*	3	-25	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	3	-24	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	3	-23	O	O
和	ワ	ワ	和	名詞	普通名詞	一般	*	*	*	3	-22	O	O
彫り	ホリ	ホリ	彫り	名詞	普通名詞	一般	*	*	*	3	-21	O	O
